class,sound_id,name,subclass,subclass_label,subclass_size,is_largest_subclass,similarity_to_center,umap_x,umap_y
footstep,384657,Sludge Footstep 2.wav,6,a dry organic recorded thud,31,0,0.5858,10.3807,10.9729
footstep,384658,Sludge Footsteps 1.wav,6,a dry organic recorded thud,31,0,0.5117,10.3453,10.9346
footstep,384858,Left Grass/Grassy Footstep 2,1,a long sustained shattering with debris,35,1,0.893,13.8162,10.1017
footstep,384859,Left Grass/Grassy Footstep 3,1,a long sustained shattering with debris,35,1,0.8796,13.7174,9.9682
footstep,384860,Left Grass/Grassy Footstep 1,1,a long sustained shattering with debris,35,1,0.9079,13.9029,10.4581
footstep,384861,Left Grass/Grassy Footstep 6,1,a long sustained shattering with debris,35,1,0.877,13.6654,10.0103
footstep,384862,Left Grass/Grassy Footstep 5,1,a long sustained shattering with debris,35,1,0.9068,13.585,9.5931
footstep,384863,Left Grass/Grassy Footstep 4,1,a long sustained shattering with debris,35,1,0.8516,14.0471,10.3261
footstep,384864,Right Grass/Grassy Footstep 1,1,a long sustained shattering with debris,35,1,0.9285,13.7144,10.158
footstep,384865,Left Grass/Grassy Footstep 6,1,a long sustained shattering with debris,35,1,0.9121,14.0753,10.4532
footstep,384866,Right Grass/Grassy Footstep 3,1,a long sustained shattering with debris,35,1,0.9136,13.9327,10.1789
footstep,384867,Right Grass/Grassy Footstep 2,1,a long sustained shattering with debris,35,1,0.9044,13.731,10.4144
footstep,384868,Right Grass/Grassy Footstep 5,1,a long sustained shattering with debris,35,1,0.7807,13.882,9.8587
footstep,384869,Right Grass/Grassy Footstep 4,1,a long sustained shattering with debris,35,1,0.9003,13.8041,10.0672
footstep,384871,Left Gravel Footstep 2,7,a single sharp instant crack,32,0,0.9224,10.4987,8.2131
footstep,384872,Left Gravel Footstep 3,7,a single sharp instant crack,32,0,0.9363,10.3717,8.1479
footstep,384873,Left Gravel Footstep 1,7,a single sharp instant crack,32,0,0.9213,10.549,8.2941
footstep,384874,Left Gravel Footstep 5,7,a single sharp instant crack,32,0,0.9202,10.7398,8.1066
footstep,384875,Left Gravel Footstep 4,7,a single sharp instant crack,32,0,0.923,10.6412,8.1705
footstep,384876,Right Gravel Footstep 2,7,a single sharp instant crack,32,0,0.9205,10.491,7.9897
footstep,384877,Right Gravel Footstep 1,7,a single sharp instant crack,32,0,0.9134,10.3282,8.0118
footstep,384878,Right Gravel Footstep 4,7,a single sharp instant crack,32,0,0.9169,10.2721,8.3526
footstep,384879,Right Gravel Footstep 3,7,a single sharp instant crack,32,0,0.8912,10.2906,7.8981
footstep,384880,Right Gravel Footstep 5,7,a single sharp instant crack,32,0,0.9353,10.6883,8.3706
footstep,384881,Knight Left Footstep on Gravel 2 (With Chainmail),7,a single sharp instant crack,32,0,0.8882,10.5041,8.3136
footstep,384882,Knight Left Footstep on Gravel 3 (With Chainmail),7,a single sharp instant crack,32,0,0.8467,11.2069,8.36
footstep,384883,Knight Left Footstep on Gravel 1 (With Chainmail),7,a single sharp instant crack,32,0,0.8834,10.9028,8.6712
footstep,384884,Knight Left Footstep on Gravel 5 (With Chainmail),7,a single sharp instant crack,32,0,0.6467,11.3059,8.4519
footstep,384885,Knight Left Footstep on Gravel 4 (With Chainmail),7,a single sharp instant crack,32,0,0.7305,11.2039,8.3012
footstep,384886,Knight Right Footstep on Gravel 2 (With Chainmail),7,a single sharp instant crack,32,0,0.9058,11.2611,8.3803
footstep,384887,Knight Right Footstep on Gravel 1 (With Chainmail),7,a single sharp instant crack,32,0,0.7868,11.2783,8.3775
footstep,384888,Knight Right Footstep on Gravel 4 (With Chainmail),7,a single sharp instant crack,32,0,0.7861,10.4079,8.6761
footstep,384889,Knight Right Footstep on Gravel 3 (With Chainmail),7,a single sharp instant crack,32,0,0.8881,10.7937,8.5317
footstep,384890,Knight Right Footstep on Gravel 5 (With Chainmail),7,a single sharp instant crack,32,0,0.7818,11.1969,8.6089
footstep,384891,Knight Right Footstep Forest/Grass 2 (With Chainmail),1,a long sustained shattering with debris,35,1,0.8669,14.1116,9.0648
footstep,384892,Knight Right Footstep Forest/Grass 3 (With Chainmail),1,a long sustained shattering with debris,35,1,0.8874,14.1061,9.3228
footstep,384893,Knight Left Footstep Forest/Grass 6 (With Chainmail),1,a long sustained shattering with debris,35,1,0.8667,14.1874,9.1768
footstep,384894,Knight Right Footstep Forest/Grass 1 (With Chainmail),1,a long sustained shattering with debris,35,1,0.8353,14.0616,9.0379
footstep,384895,Knight Right Footstep Forest/Grass 6 (With Chainmail),1,a long sustained shattering with debris,35,1,0.617,13.6804,9.0513
footstep,384896,Knight Right Footstep Forest/Grass 4 (With Chainmail),1,a long sustained shattering with debris,35,1,0.9138,14.1204,9.8185
footstep,384897,Knight Right Footstep Forest/Grass 5 (With Chainmail),1,a long sustained shattering with debris,35,1,0.7598,14.015,9.6184
footstep,384898,Knight Left Footstep Forest/Grass 3 (With Chainmail),1,a long sustained shattering with debris,35,1,0.8449,13.9355,8.9981
footstep,384899,Knight Left Footstep Forest/Grass 2 (With Chainmail),1,a long sustained shattering with debris,35,1,0.8395,13.8882,8.9416
footstep,384900,Knight Left Footstep Forest/Grass 1 (With Chainmail),1,a long sustained shattering with debris,35,1,0.869,14.1922,9.5241
footstep,384901,Knight Left Footstep Forest/Grass 5 (With Chainmail),1,a long sustained shattering with debris,35,1,0.8758,13.6585,9.2195
footstep,384902,Knight Left Footstep Forest/Grass 4 (With Chainmail),1,a long sustained shattering with debris,35,1,0.849,14.1769,9.6163
footstep,400123,Footsteps on Grass,1,a long sustained shattering with debris,35,1,0.8023,14.1849,10.7059
footstep,403164,Footstep_Dirt.wav,2,repeated rhythmic steps,29,0,0.6998,8.8184,8.3077
footstep,412786,Footsteps - Sampan 2.wav,5,a crunchy gritty texture,21,0,0.5063,13.1852,9.6319
footstep,420931,A few footsteps in snow,2,repeated rhythmic steps,29,0,0.6031,14.016,10.8482
footstep,421128,Footstep_Grass_4.wav,5,a crunchy gritty texture,21,0,0.7456,12.2684,9.5912
footstep,421129,Footstep_Grass_3.wav,5,a crunchy gritty texture,21,0,0.7825,12.3782,9.6756
footstep,421130,Footstep_Grass_2.wav,5,a crunchy gritty texture,21,0,0.7628,12.4115,9.6382
footstep,421131,Footstep_Grass_1.wav,5,a crunchy gritty texture,21,0,0.7954,12.3767,9.6168
footstep,421132,Footstep_Metal_3.wav,0,a deep low boom or rumble,19,0,0.7949,6.2094,10.6894
footstep,421133,Footstep_Metal_2.wav,0,a deep low boom or rumble,19,0,0.8781,6.2654,10.681
footstep,421134,Footstep_Metal_1.wav,0,a deep low boom or rumble,19,0,0.9135,6.2572,10.3714
footstep,421135,Footstep_Grass_5.wav,5,a crunchy gritty texture,21,0,0.8429,12.5369,9.8686
footstep,421136,Footstep_Metal_5.wav,0,a deep low boom or rumble,19,0,0.8552,6.2337,10.6045
footstep,421137,Footstep_Metal_4.wav,0,a deep low boom or rumble,19,0,0.904,6.1637,10.5112
footstep,421144,Footstep_Metal_Crouch_4.wav,0,a deep low boom or rumble,19,0,0.898,6.0497,10.4085
footstep,421145,Footstep_Metal_Crouch_3.wav,0,a deep low boom or rumble,19,0,0.8312,6.3209,10.7502
footstep,421146,Footstep_Metal_Crouch_2.wav,0,a deep low boom or rumble,19,0,0.8547,6.3065,10.5917
footstep,421147,Footstep_Metal_Crouch_1.wav,0,a deep low boom or rumble,19,0,0.85,6.2846,10.1814
footstep,421151,Footstep_Metal_Crouch_5.wav,0,a deep low boom or rumble,19,0,0.8856,6.1953,10.318
footstep,422337,footsteps 3.wav,2,repeated rhythmic steps,29,0,0.8261,5.7256,7.9193
footstep,422338,footsteps 2.wav,2,repeated rhythmic steps,29,0,0.7519,5.7934,7.9094
footstep,459965,Footsteps while running on wood,3,a short clean tap or click,19,0,0.7444,7.5236,7.6142
footstep,464606,Sand_Footsteps.wav,1,a long sustained shattering with debris,35,1,0.678,14.1211,10.8956
footstep,464608,Gravel_Footsteps.wav,2,repeated rhythmic steps,29,0,0.5544,5.9779,7.7453
footstep,464609,Grass_Footsteps.wav,1,a long sustained shattering with debris,35,1,0.747,14.203,10.8189
footstep,464610,Water_Footsteps.wav,1,a long sustained shattering with debris,35,1,0.51,13.4366,11.1019
footstep,480608,R10-24-Footsteps on Wooden Floor.wav,2,repeated rhythmic steps,29,0,0.6974,5.8704,8.4682
footstep,480641,R10-56-Footsteps on Metal Staircase.wav,2,repeated rhythmic steps,29,0,0.6095,5.6561,8.3998
footstep,505132,Foot_grass_3.wav,5,a crunchy gritty texture,21,0,0.7645,12.8404,10.003
footstep,505133,Foot_grass_2.wav,6,a dry organic recorded thud,31,0,0.6297,11.9859,11.9288
footstep,505153,Foot_gravel_3.wav,6,a dry organic recorded thud,31,0,0.7998,9.1782,11.2304
footstep,505155,Foot_gravel_14.wav,7,a single sharp instant crack,32,0,0.8066,12.1102,9.3326
footstep,505161,Foot_gravel_9.wav,6,a dry organic recorded thud,31,0,0.8145,10.2128,10.1741
footstep,505162,PlayerFoot_7.wav,2,repeated rhythmic steps,29,0,0.6108,9.3608,9.8505
footstep,508542,Bush_Footstep3.wav,5,a crunchy gritty texture,21,0,0.7876,12.5318,10.4419
footstep,508543,Bush_Footstep2.wav,5,a crunchy gritty texture,21,0,0.7377,12.5697,10.3521
footstep,508544,Bush_Footstep1.wav,5,a crunchy gritty texture,21,0,0.7705,12.5711,10.3498
footstep,521587,Hiking Boot Footsteps on Grass,7,a single sharp instant crack,32,0,0.7589,9.1137,8.0648
footstep,521588,Hiking Boot Footsteps on Gravel,7,a single sharp instant crack,32,0,0.8312,9.38,8.0248
footstep,521589,Hiking Boot Footsteps on Wooden Planks,3,a short clean tap or click,19,0,0.8496,7.5927,7.3476
footstep,521590,Hiking Boot Footsteps on Stone,3,a short clean tap or click,19,0,0.8049,9.1025,7.8594
footstep,529101,Office Chair straining under stress crack steps footsteps.wav,4,a noisy distorted blast,14,0,0.547,6.2164,9.9279
footstep,537835,two footsteps on gravel,2,repeated rhythmic steps,29,0,0.6656,10.8419,9.9984
footstep,547385,"Footsteps, Running On Stairs.wav",2,repeated rhythmic steps,29,0,0.8245,5.63,8.0241
footstep,613218,Rough trerrain grass soft 26.wav,6,a dry organic recorded thud,31,0,0.7855,11.7136,9.7388
footstep,613221,Rough trerrain grass soft 4.wav,1,a long sustained shattering with debris,35,1,0.7947,12.9087,9.5367
footstep,613222,Rough trerrain grass soft 10.wav,5,a crunchy gritty texture,21,0,0.6004,12.6557,9.4282
footstep,613224,Rough trerrain grass soft 15.wav,7,a single sharp instant crack,32,0,0.7495,11.4493,9.8159
footstep,620329,Footsteps_Leather_Wood_Walk03.wav,3,a short clean tap or click,19,0,0.8557,8.1718,7.5574
footstep,620330,Footsteps_Leather_Wood_Walk02.wav,3,a short clean tap or click,19,0,0.8702,8.0806,7.3979
footstep,620331,Footsteps_Leather_Wood_Walk01.wav,3,a short clean tap or click,19,0,0.8705,8.1751,7.6249
footstep,620332,Footsteps_Leather_Wood_Walk06.wav,3,a short clean tap or click,19,0,0.88,7.9887,7.5198
footstep,620333,Footsteps_Leather_Wood_Walk05.wav,3,a short clean tap or click,19,0,0.8947,8.3172,7.5509
footstep,620334,Footsteps_Leather_Wood_Walk04.wav,3,a short clean tap or click,19,0,0.8843,7.9976,7.481
footstep,620335,Footsteps_Sneakers_Underbrush_Walk03.wav,7,a single sharp instant crack,32,0,0.7981,9.7925,7.4527
footstep,620336,Footsteps_Sneakers_Underbrush_Walk02.wav,7,a single sharp instant crack,32,0,0.8215,9.8941,7.4559
footstep,620337,Footsteps_Sneakers_Underbrush_Walk01.wav,7,a single sharp instant crack,32,0,0.8443,9.7439,7.4562
footstep,620338,Footsteps_Sneakers_Underbrush_Walk06.wav,7,a single sharp instant crack,32,0,0.8126,9.9385,7.4348
footstep,620339,Footsteps_Sneakers_Underbrush_Walk05.wav,7,a single sharp instant crack,32,0,0.7827,9.5277,7.4057
footstep,620340,Footsteps_Sneakers_Underbrush_Walk04.wav,7,a single sharp instant crack,32,0,0.6543,9.9812,7.4888
footstep,620341,Footsteps_Stiletto_Stone_Walk03.wav,3,a short clean tap or click,19,0,0.8753,7.6457,6.7856
footstep,620342,Footsteps_Stiletto_Stone_Walk02.wav,3,a short clean tap or click,19,0,0.8553,7.6125,6.7704
footstep,620343,Footsteps_Stiletto_Stone_Walk01.wav,3,a short clean tap or click,19,0,0.8772,7.7528,6.823
footstep,620344,Footsteps_Stiletto_Stone_Walk06.wav,3,a short clean tap or click,19,0,0.7994,7.6214,6.745
footstep,620345,Footsteps_Stiletto_Stone_Walk05.wav,3,a short clean tap or click,19,0,0.8077,7.813,6.8952
footstep,620346,Footsteps_Stiletto_Stone_Walk04.wav,3,a short clean tap or click,19,0,0.8533,7.6613,6.7866
footstep,628810,Binaural Suburban Footsteps 2,1,a long sustained shattering with debris,35,1,0.6693,13.8552,11.101
footstep,672065,Footsteps On Dirt (Retro Style),7,a single sharp instant crack,32,0,0.5162,9.7581,7.3923
footstep,682878,Hardwood_Footsteps_Fast_To_Slow.wav,3,a short clean tap or click,19,0,0.6796,7.6917,7.5673
footstep,707246,Footsteps on tiles with shoes - 3m away still steps,2,repeated rhythmic steps,29,0,0.8387,5.5483,8.2113
footstep,729196,Footsteps Gravel/Rock/Pebbles 1/8,5,a crunchy gritty texture,21,0,0.7122,12.159,11.8141
footstep,729197,Footsteps Gravel/Rock/Pebbles 2/8,5,a crunchy gritty texture,21,0,0.6823,12.1735,11.7728
footstep,729199,Footsteps Gravel/Rock/Pebbles 4/8,5,a crunchy gritty texture,21,0,0.6401,12.1731,11.6865
footstep,729200,Footsteps Gravel/Rock/Pebbles 5/8,5,a crunchy gritty texture,21,0,0.7519,12.3538,11.866
footstep,729201,Footsteps Gravel/Rock/Pebbles 6/8,5,a crunchy gritty texture,21,0,0.815,12.2573,11.6795
footstep,729203,Footsteps Gravel/Rock/Pebbles 8/8,5,a crunchy gritty texture,21,0,0.652,12.281,11.8786
footstep,744710,Forest_footsteps_6x,1,a long sustained shattering with debris,35,1,0.8261,13.3592,9.7925
footstep,754782,Walk Footstep with Clothing Foley 1 (Hard Floor/Wooden),0,a deep low boom or rumble,19,0,0.8964,6.9995,9.9447
footstep,754783,Walk Footstep with Clothing Foley 2 (Hard Floor/Wooden),0,a deep low boom or rumble,19,0,0.8541,7.0003,9.9524
footstep,754784,Walk Footstep with Clothing Foley 3 (Hard Floor/Wooden),0,a deep low boom or rumble,19,0,0.9101,6.9076,9.9033
footstep,754785,Walk Footstep with Clothing Foley 4 (Hard Floor/Wooden),0,a deep low boom or rumble,19,0,0.876,6.9623,9.8815
footstep,754786,Walk Footstep with Clothing Foley 5 (Hard Floor/Wooden),0,a deep low boom or rumble,19,0,0.8631,6.8312,9.7533
footstep,754787,Walk Footstep with Clothing Foley 6 (Hard Floor/Wooden),0,a deep low boom or rumble,19,0,0.7879,6.8222,9.6096
footstep,789585,Custom_TFPrime_heavy_decepticon_footstep_sound_recreation_02212025,4,a noisy distorted blast,14,0,0.5525,7.8067,10.7428
footstep,789755,TF_cyberverse_heavy_robot_footstep_recreation_02232025,4,a noisy distorted blast,14,0,0.5563,7.6242,10.9879
footstep,807862,"FEETHmn-MCU_Footsteps, On Grass_Nicholas Judy_TDC",1,a long sustained shattering with debris,35,1,0.7983,14.248,10.8455
footstep,807868,"FEETHmn-Samsung Galaxy Smartphone, MCU_Footsteps On Concrete_Nicholas Judy_TDC",2,repeated rhythmic steps,29,0,0.8257,5.6544,8.1405
footstep,813620,"Footsteps - Metal, Car, Plane, Sheet, Boat",3,a short clean tap or click,19,0,0.5068,8.8089,7.5876
footstep,813621,"Footsteps - Dirt, Grass, Ground, Nature",7,a single sharp instant crack,32,0,0.8217,9.0258,8.0091
footstep,813622,"Footsteps - Stone, Rock, Concrete, Cement",3,a short clean tap or click,19,0,0.7097,8.8292,8.0102
glass,115916,"Glass Hits floor, breaks, shatters.wav",1,a single sharp instant crack,61,0,0.814,12.4176,4.4508
glass,141563,Glass Break,1,a single sharp instant crack,61,0,0.5791,13.8305,6.0622
glass,156578,"Picture frame dropped on wood floor, shatters.wav",0,a long sustained shattering with debris,78,1,0.8109,12.7201,5.5117
glass,156579,"Pick up shattered picture frame, glass shards.wav",2,a crunchy gritty texture,17,0,0.5531,12.1835,5.531
glass,174750,accidental glass breaking.aif,1,a single sharp instant crack,61,0,0.7342,13.416,3.0865
glass,199906,Breaking Glass Stereo,3,a bright high-pitched metallic ring,44,0,0.8421,10.0689,7.5166
glass,20133,breaking_glass.wav,0,a long sustained shattering with debris,78,1,0.8085,13.5985,5.702
glass,202093,Bottle Shattering.wav,0,a long sustained shattering with debris,78,1,0.9359,12.2655,4.7659
glass,203368,glass-shattering-hit_01.ogg,0,a long sustained shattering with debris,78,1,0.7612,11.8471,8.2694
glass,203369,glass-in-bucket_3thumps.ogg,0,a long sustained shattering with debris,78,1,0.858,12.3482,7.594
glass,203370,glass-in-bucket_01.ogg,0,a long sustained shattering with debris,78,1,0.867,12.0359,7.7996
glass,203371,glass-explosion_01.ogg,0,a long sustained shattering with debris,78,1,0.7441,12.6143,7.4983
glass,203372,glass-shattering_04.ogg,0,a long sustained shattering with debris,78,1,0.9122,12.0399,7.7364
glass,203373,glass-shattering_03.ogg,0,a long sustained shattering with debris,78,1,0.9039,11.879,7.7125
glass,203374,glass-shattering_02.ogg,0,a long sustained shattering with debris,78,1,0.8788,11.9496,8.0188
glass,203375,glass-shattering_01.ogg,0,a long sustained shattering with debris,78,1,0.8877,12.1746,7.4978
glass,203377,glass-shattering_05.ogg,3,a bright high-pitched metallic ring,44,0,0.8911,11.5152,8.0985
glass,219837,Glass Drop 4,0,a long sustained shattering with debris,78,1,0.7153,13.9722,7.4663
glass,219838,Glass Drop 3,0,a long sustained shattering with debris,78,1,0.768,13.9633,7.2529
glass,219839,Glass Drop 2,1,a single sharp instant crack,61,0,0.63,14.0353,6.6081
glass,219840,Glass Drop 1,1,a single sharp instant crack,61,0,0.6099,13.8165,6.7759
glass,219842,Glass Drop 7,0,a long sustained shattering with debris,78,1,0.8655,13.2285,7.0706
glass,219843,Glass Drop 6,0,a long sustained shattering with debris,78,1,0.8199,13.8859,7.3786
glass,219844,Glass Drop 5,0,a long sustained shattering with debris,78,1,0.8189,13.7847,7.2773
glass,219845,Glass Shatter 2,0,a long sustained shattering with debris,78,1,0.7978,13.897,7.6245
glass,219846,Glass Shatter 1,0,a long sustained shattering with debris,78,1,0.9414,13.3425,6.7591
glass,219847,Glass Shatter 3,0,a long sustained shattering with debris,78,1,0.7742,13.9011,7.5829
glass,219940,Glass Shatter Mix,0,a long sustained shattering with debris,78,1,0.81,13.7256,7.6875
glass,221528,Glass Break,0,a long sustained shattering with debris,78,1,0.8932,11.2096,5.2786
glass,233605,Breaking Glass #3.wav,1,a single sharp instant crack,61,0,0.7245,13.1685,5.2774
glass,233607,Breaking Glass #1.wav,1,a single sharp instant crack,61,0,0.8323,13.0072,5.0693
glass,250709,Glass break 2,0,a long sustained shattering with debris,78,1,0.8515,11.8031,5.757
glass,250710,Glass break 1,1,a single sharp instant crack,61,0,0.8001,12.2484,5.1696
glass,260432,Glass Break - Small Jar 02,3,a bright high-pitched metallic ring,44,0,0.8271,11.0387,6.9075
glass,260433,Glass Break - Small Jar 01,0,a long sustained shattering with debris,78,1,0.8957,11.5645,6.7494
glass,260434,Glass Break - Medium Jar,0,a long sustained shattering with debris,78,1,0.8803,11.4544,6.6428
glass,267889,Breaking-Glass.wav,0,a long sustained shattering with debris,78,1,0.8801,11.7845,6.8832
glass,321143,Concrete and Glass breaking in dumpster,0,a long sustained shattering with debris,78,1,0.6509,13.5436,7.7662
glass,322602,Small Glass Break,0,a long sustained shattering with debris,78,1,0.835,10.9905,6.0619
glass,330800,Shattering Glass (Small),1,a single sharp instant crack,61,0,0.8353,12.5088,5.1421
glass,336425,Glass Shattering and Falling,1,a single sharp instant crack,61,0,0.6488,12.9394,4.1121
glass,344267,"Glass Smash, Bottle, B.wav",1,a single sharp instant crack,61,0,0.704,12.5154,5.0721
glass,344269,"Glass Smash, Bottle, H.wav",1,a single sharp instant crack,61,0,0.8226,12.3894,5.2379
glass,344270,"Glass Smash, Bottle, G.wav",1,a single sharp instant crack,61,0,0.899,12.4119,4.9095
glass,349240,Glass Break 2,0,a long sustained shattering with debris,78,1,0.8313,13.2858,5.5566
glass,349905,Slow Motion Glass Shatter,1,a single sharp instant crack,61,0,0.5936,13.7351,5.8752
glass,368324,Glass Hit (12).wav,3,a bright high-pitched metallic ring,44,0,0.9652,9.9584,8.6415
glass,368328,Glass Hit (16).wav,3,a bright high-pitched metallic ring,44,0,0.7756,10.4051,8.8674
glass,368330,Glass Hit (14).wav,3,a bright high-pitched metallic ring,44,0,0.9122,9.7965,9.1069
glass,368331,Glass Hit (13).wav,3,a bright high-pitched metallic ring,44,0,0.9429,9.9767,8.8777
glass,368333,Glass Hit (17).wav,3,a bright high-pitched metallic ring,44,0,0.9531,10.4403,8.4653
glass,368334,Glass Hit (35).wav,3,a bright high-pitched metallic ring,44,0,0.9478,9.3119,8.5749
glass,368335,Glass Hit (36).wav,3,a bright high-pitched metallic ring,44,0,0.9343,9.7114,8.1916
glass,368336,Glass Hit (3).wav,3,a bright high-pitched metallic ring,44,0,0.941,9.6652,8.4642
glass,368337,Glass Hit (30).wav,3,a bright high-pitched metallic ring,44,0,0.9197,10.0047,8.8898
glass,368338,Glass Hit (28).wav,3,a bright high-pitched metallic ring,44,0,0.9016,9.6693,8.8678
glass,368340,Glass Hit (33).wav,3,a bright high-pitched metallic ring,44,0,0.746,8.8552,8.8045
glass,368341,Glass Hit (34).wav,3,a bright high-pitched metallic ring,44,0,0.9218,9.4052,8.8484
glass,368342,Glass Hit (31).wav,3,a bright high-pitched metallic ring,44,0,0.8187,9.6886,9.3016
glass,368343,Glass Hit (32).wav,3,a bright high-pitched metallic ring,44,0,0.8339,8.846,9.2057
glass,368344,Glass Hit (21).wav,3,a bright high-pitched metallic ring,44,0,0.9196,10.0214,9.3184
glass,368345,Glass Hit (20).wav,3,a bright high-pitched metallic ring,44,0,0.9241,10.0222,8.1206
glass,368347,Glass Hit (19).wav,3,a bright high-pitched metallic ring,44,0,0.8615,10.3571,8.8065
glass,368349,Glass Hit (24).wav,2,a crunchy gritty texture,17,0,0.7898,9.8108,9.4099
glass,368350,Glass Hit (23).wav,3,a bright high-pitched metallic ring,44,0,0.8997,10.0594,8.9484
glass,368352,Glass Hit (27).wav,3,a bright high-pitched metallic ring,44,0,0.9426,10.0104,9.0258
glass,368353,Glass Hit (26).wav,2,a crunchy gritty texture,17,0,0.786,9.8525,9.5581
glass,368354,Glass Hit (5).wav,3,a bright high-pitched metallic ring,44,0,0.9206,10.2675,9.0329
glass,368355,Glass Hit (4).wav,3,a bright high-pitched metallic ring,44,0,0.8766,10.2483,8.5325
glass,368356,Glass Hit (7).wav,3,a bright high-pitched metallic ring,44,0,0.8743,10.0371,8.3298
glass,371091,glass break 4.wav,0,a long sustained shattering with debris,78,1,0.8693,13.022,7.2288
glass,371092,glass break 3.wav,0,a long sustained shattering with debris,78,1,0.8941,12.8574,7.2416
glass,371094,Glass Break 1.wav,0,a long sustained shattering with debris,78,1,0.843,13.3143,5.8184
glass,390700,Breaking Glass 12.mp3,1,a single sharp instant crack,61,0,0.9074,14.441,4.8782
glass,390701,Breaking Glass 11.mp3,0,a long sustained shattering with debris,78,1,0.9209,13.0533,5.2708
glass,390702,Breaking Glass 10.mp3,1,a single sharp instant crack,61,0,0.936,13.5747,4.9625
glass,390703,Breaking Glass 1.MP3,1,a single sharp instant crack,61,0,0.9394,14.2058,5.1221
glass,390704,Breaking Glass 16.mp3,1,a single sharp instant crack,61,0,0.8535,14.0303,4.6885
glass,390705,Breaking Glass 15.mp3,1,a single sharp instant crack,61,0,0.9286,13.8732,4.4561
glass,390706,Breaking Glass 14.mp3,1,a single sharp instant crack,61,0,0.9337,13.6935,4.967
glass,390707,Breaking Glass 13.mp3,1,a single sharp instant crack,61,0,0.8857,14.6151,5.2559
glass,390708,Breaking Glass 18.mp3,1,a single sharp instant crack,61,0,0.9197,13.914,4.5932
glass,390709,Breaking Glass 17.mp3,1,a single sharp instant crack,61,0,0.9238,13.2844,4.7615
glass,390714,Breaking Glass 7.mp3,1,a single sharp instant crack,61,0,0.841,13.704,4.7827
glass,390715,Breaking Glass 8.mp3,1,a single sharp instant crack,61,0,0.8838,14.3351,5.1714
glass,390716,Breaking Glass 5.mp3,1,a single sharp instant crack,61,0,0.9049,13.3333,5.1743
glass,390718,Breaking Glass 9.mp3,1,a single sharp instant crack,61,0,0.918,13.3204,4.7458
glass,390719,Breaking Glass 21.mp3,1,a single sharp instant crack,61,0,0.8355,14.2562,4.4969
glass,390720,Breaking Glass 20.mp3,1,a single sharp instant crack,61,0,0.909,14.1884,5.101
glass,390721,Breaking Glass 2.mp3,1,a single sharp instant crack,61,0,0.8013,14.6236,5.131
glass,390722,Breaking Glass 19.mp3,1,a single sharp instant crack,61,0,0.9285,13.5457,4.4172
glass,390723,Breaking Glass 25.mp3,1,a single sharp instant crack,61,0,0.6838,14.809,5.2487
glass,390725,Breaking Glass 24.mp3,1,a single sharp instant crack,61,0,0.8637,14.7978,5.0239
glass,390726,Breaking Glass 23.mp3,1,a single sharp instant crack,61,0,0.8327,14.7667,5.0697
glass,390727,Breaking Glass 22.mp3,1,a single sharp instant crack,61,0,0.927,14.3619,4.9122
glass,390728,Breaking Glass 4.mp3,1,a single sharp instant crack,61,0,0.8944,14.3943,4.624
glass,390729,Breaking Glass 3.mp3,1,a single sharp instant crack,61,0,0.9083,13.4159,4.8163
glass,404923,breaking glass with feet.wav,1,a single sharp instant crack,61,0,0.7679,12.8012,3.961
glass,434437,Glass Smash 12,1,a single sharp instant crack,61,0,0.9007,13.1678,2.9009
glass,434438,Glass Smash 11,1,a single sharp instant crack,61,0,0.8896,12.6188,3.0985
glass,434439,Glass Smash 10,1,a single sharp instant crack,61,0,0.8754,12.7455,2.9695
glass,434440,Glass Smash 1,1,a single sharp instant crack,61,0,0.8706,12.7314,2.9113
glass,434442,Glass Smash 15,1,a single sharp instant crack,61,0,0.8857,12.8407,2.9643
glass,434443,Glass Smash 14,1,a single sharp instant crack,61,0,0.8849,12.6341,2.7986
glass,434444,Glass Smash 13,1,a single sharp instant crack,61,0,0.8797,12.6466,2.8524
glass,434445,Glass Smash 4,1,a single sharp instant crack,61,0,0.6721,12.8062,2.6235
glass,434446,Glass Smash 3,1,a single sharp instant crack,61,0,0.8727,12.9963,2.5762
glass,434448,Glass Smash 7,1,a single sharp instant crack,61,0,0.6698,12.9283,2.7308
glass,434449,Glass Smash 6,1,a single sharp instant crack,61,0,0.8175,12.9125,2.5637
glass,434450,Glass Smash 5,1,a single sharp instant crack,61,0,0.8725,12.9723,2.653
glass,452667,window break with axe glass shatter in trailer.wav,0,a long sustained shattering with debris,78,1,0.8247,13.2999,6.2609
glass,453499,neon tube smash explode shatter glass debris.flac,0,a long sustained shattering with debris,78,1,0.8344,12.7062,4.6278
glass,465946,Glass Breaking,0,a long sustained shattering with debris,78,1,0.8797,11.6179,4.9399
glass,486166,Glass breaking,0,a long sustained shattering with debris,78,1,0.8558,11.0398,5.2024
glass,521339,ZXAudiocraft - Glass - Coconut Shaker 011.wav,2,a crunchy gritty texture,17,0,0.7993,9.0448,9.4636
glass,521343,ZXAudiocraft - Glass - Hit 032.wav,0,a long sustained shattering with debris,78,1,0.8111,12.5261,5.9065
glass,521344,ZXAudiocraft - Glass - Hit 030.wav,1,a single sharp instant crack,61,0,0.8077,12.9891,4.9451
